MARKER	Loading1	Loading2
chr1:5133001-5134000	0.005349182497639906	0.0010834369418124474
chr1:5135001-5136000	0.005384813823168784	-0.004315920271117325
chr1:5138001-5139000	0.0033091162197996364	-0.00361618823379617
chr1:5142001-5143000	0.004603073835034437	-0.00992547538888964
chr1:5143001-5144000	0.005766252311811297	-2.9131527723771813E-4
chr1:5146001-5147000	0.006815460818468544	0.0014312431616565625
chr1:5147001-5148000	0.005452598805340042	-0.004813846518956984
chr1:5148001-5149000	-0.003562426833651221	-0.0014158962700530598
chr1:5149001-5150000	-0.0023164969951154205	-0.00415660800663277
chr1:5150001-5151000	0.0024818575943094316	-0.0019034832815359984
chr1:5151001-5152000	0.004333845598581204	-0.011663883997974214
chr1:5156001-5157000	0.005947408484642159	0.002897856906139882
chr1:5161001-5162000	0.0010078811867779752	-0.004069233176024224
chr1:5164001-5165000	0.00751664117715979	-0.006680344036518359
chr1:5165001-5166000	0.004955703043145295	-0.010337699451041226
chr1:5169001-5170000	0.002401543040918672	-0.008945528224567033
chr1:5170001-5171000	0.006153992334478575	-0.004903497716674568
chr1:5171001-5172000	0.007524792710299555	-0.006549003508657486
chr1:5172001-5173000	0.0023556962089222085	-0.0070003151981683845
chr1:5173001-5174000	0.004066690258730736	-0.00978060306008693
chr1:5174001-5175000	-0.0017849232247175051	0.0028107709371882907
chr1:5176001-5177000	-9.481417405377589E-4	-0.006546383291800047
chr1:5177001-5178000	0.00424708682416753	-0.002582385407251786
chr1:5180001-5181000	-0.008618796545371902	0.0035665295996537916
chr1:5186001-5187000	0.0025294857004280976	-0.005207855451645413
chr1:5187001-5188000	0.004299272360119256	-0.004529457908497424
chr1:5188001-5189000	0.0019824953898968938	-0.002521304909006135
chr1:5191001-5192000	-0.0034988875481478964	-0.006184490728204289
chr1:5196001-5197000	0.008505759723910662	-0.004688952135414012
chr1:5199001-5200000	0.006313074962057708	-0.009701137001675585
chr1:5200001-5201000	0.006167616857418503	-0.0067363729914844935
chr1:5201001-5202000	-8.284288674754263E-4	0.007672035239388124
chr1:5202001-5203000	0.0046721389002789115	-6.775974064087654E-4
chr1:5204001-5205000	-3.327080678506444E-4	-0.005246504437692453
chr1:5206001-5207000	-4.0253406151950067E-4	-0.003619871896874809
chr1:5207001-5208000	0.0014781597108065774	-0.006265924120304349
chr1:5209001-5210000	-0.016950677218717545	0.007486494333186849
chr1:5211001-5212000	-0.009467805524322914	6.208811183670009E-4
chr1:5213001-5214000	-0.018169286203394426	-0.011663035209956549
chr1:5586001-5587000	0.008018634235443228	-0.008685729379519901
chr1:5594001-5595000	0.009450887640112909	-0.004422818013622954
chr1:5597001-5598000	0.00831514758530474	0.0019184396962204423
chr1:5598001-5599000	0.008161167204743889	0.003178716057240228
chr1:5613001-5614000	0.0036838505917530418	-0.006093332339433923
chr1:5615001-5616000	0.008684926473650378	-0.0017934971114399716
chr1:5616001-5617000	0.007364426061682377	0.006482205083465604
chr1:5617001-5618000	0.007629267311928846	0.010086786878258489
chr1:5618001-5619000	0.004943210240045431	-0.00757063216433774
chr1:5619001-5620000	0.0035734660041742295	0.0011575560318061763
chr1:5620001-5621000	0.006600638403283116	-0.004644553889345943
chr1:5622001-5623000	3.747091367340922E-5	-0.004551864952416799
chr1:5623001-5624000	0.007180909061576525	6.0700482540312E-4
chr1:5624001-5625000	-0.0022168866074308833	0.0018684760823103328
chr1:5626001-5627000	-0.0059158315629762445	0.01408443998132398
chr1:5628001-5629000	0.0036009738955447884	6.909552585518771E-5
chr1:5629001-5630000	0.0025433341832330897	0.0035220802462862565
chr1:5634001-5635000	0.010896484956851889	-0.011157221272532276
chr1:5635001-5636000	0.009515636612171635	-0.0050402111914209635
chr1:5636001-5637000	0.002269521671083226	0.0022544829954715224
chr1:5638001-5639000	0.007187348725931733	-0.005580889321841795
chr1:5644001-5645000	0.010454229096580519	-0.0018786744840232597
chr1:5646001-5647000	0.010946916725504754	-0.002840116131105637
chr1:5647001-5648000	0.009303566546160151	-0.016491844538548947
chr1:5648001-5649000	0.007795268813667891	-0.010798995725926675
chr1:5649001-5650000	0.007887385422711847	-0.004191845535026821
chr1:5650001-5651000	0.011701801965176607	-9.774029342643222E-4
chr1:5651001-5652000	0.010660242058857902	-0.008816627140034165
chr1:5652001-5653000	0.006859921280834148	-9.194018279493473E-4
chr1:5659001-5660000	0.012629345648880718	0.004324239810506169
chr1:5660001-5661000	0.009324376906209523	-0.009944561657987525
chr1:5661001-5662000	0.01451219664868105	0.0061166268126147845
chr1:5662001-5663000	0.009946899055734796	-0.005903389091177915
chr1:5663001-5664000	0.010031891801007432	-0.006032473602412031
chr1:6634001-6635000	0.009438103715287203	0.01070962897254489
chr1:6635001-6636000	0.003725985694514533	0.0022483879739539836
chr1:7179001-7180000	-0.0018257981719744852	-0.010404899389546952
chr1:7181001-7182000	-0.007632364106645683	-0.007070876246534602
chr1:7185001-7186000	-0.0024961679540134113	-0.011081155127898553
chr1:7186001-7187000	0.0028020939026046484	0.011850345500010115
chr1:7191001-7192000	-0.0012658046816546099	-0.002670615774197381
chr1:7192001-7193000	0.010818853972798435	-0.005318846925648607
chr1:7194001-7195000	-0.005099965069593365	0.005920112443423811
chr1:7199001-7200000	0.007739558565200631	0.008974577596277943
chr1:7200001-7201000	-0.008249118333361652	0.008007135348707176
chr1:7206001-7207000	-0.007172584819650509	0.010801206258456894
chr1:7207001-7208000	0.00534083569450248	0.009901381885866261
chr1:7208001-7209000	0.004647490935923459	-0.00830091551757029
chr1:7209001-7210000	0.003916202826233387	-0.0074333131630205836
chr1:7210001-7211000	-0.0034940953430897697	-0.013848040046677867
chr1:7211001-7212000	4.586414072723176E-4	-0.0038360229526752504
chr1:7212001-7213000	-0.007877355548652985	-0.0019915911187875163
chr1:7218001-7219000	-0.005094012190066912	0.004994645162641033
chr1:7220001-7221000	0.005661157935924017	0.006178614555977059
chr1:7222001-7223000	0.009878257421330285	-0.009313551165612242
chr1:7223001-7224000	0.003550109051255828	-0.00649147901037508
chr1:7224001-7225000	0.005263316367334628	-0.0021767137950542037
chr1:7229001-7230000	0.008406244604309348	0.015659552788190784
chr1:7230001-7231000	0.010426748081515336	0.01731561713128417
chr1:7232001-7233000	0.007589356061595725	0.00950274747131362
chr1:7233001-7234000	0.005781724445925812	0.006611975481024861
chr1:7236001-7237000	0.003458679495186311	-0.0059771715484661
chr1:7237001-7238000	0.005804090347662769	-0.0036405808408913097
chr1:7247001-7248000	0.008246920678508561	-0.007035649886304494
chr1:7248001-7249000	0.007694625539451397	0.006200976481359085
chr1:7249001-7250000	0.004254444954316129	0.008538311598442181
chr1:7250001-7251000	0.005120357443515512	-1.886918785676821E-4
chr1:7252001-7253000	0.00491398880904197	-6.181153106218651E-4
chr1:7253001-7254000	0.004814778272128716	-0.004005410320045056
chr1:7254001-7255000	0.005373487174057466	0.0017409620428457063
chr1:7257001-7258000	0.005138924091257529	-0.006820000116410667
chr1:7258001-7259000	0.0046839467130090654	-0.006683970959520748
chr1:7259001-7260000	0.0027048184445337157	-0.008392984883851137
chr1:7273001-7274000	-0.005589816328738252	-0.003940520079354323
chr1:7278001-7279000	0.0022757446984383663	0.0014505709144039419
chr1:7282001-7283000	0.002136669258017165	-0.003913971872161092
chr1:7283001-7284000	0.0045075612913871655	-0.01134381469240786
chr1:7285001-7286000	0.007747017740199374	1.8620727386670815E-5
chr1:7286001-7287000	0.008882579320540561	-0.011102250601073782
chr1:7290001-7291000	0.007528557267592404	0.005295354849358604
chr1:7317001-7318000	0.0074495586419024325	-0.0017076088449425252
chr1:7318001-7319000	0.005834004129862647	-0.005956004578360185
chr1:7320001-7321000	-0.001872906410916378	-0.0031921678657297935
chr1:7321001-7322000	0.00615101013261936	-0.004822347228382078
chr1:7322001-7323000	0.0017134782189819355	-0.0028720824607996773
chr1:7329001-7330000	-0.005676581184444796	0.00549669478311228
chr1:7332001-7333000	0.001970359720903258	0.006741534857780598
chr1:7333001-7334000	0.006509386550422539	-0.005277834701066662
chr1:7334001-7335000	0.004291759940021868	-0.0019592085929788054
chr1:7335001-7336000	0.004799489468780865	0.004032082004980591
chr1:7336001-7337000	0.01410978206777416	-0.0059776107746167635
chr1:7401001-7402000	-0.007227494760375859	-0.0035462598256898164
chr1:7402001-7403000	0.005596863226678615	-0.009248255560847421
chr1:7410001-7411000	0.00813893631534859	0.003690553664574322
chr1:7692001-7693000	0.009934015053009396	-0.0030356661502529323
chr1:7694001-7695000	0.008295849140030223	6.888894372353852E-6
chr1:7697001-7698000	0.009989157471750056	6.135521979207497E-5
chr1:7709001-7710000	0.0033530477141626666	-0.004049244941292136
chr1:7711001-7712000	3.2518891380891354E-4	-0.0018629240009397667
chr1:7719001-7720000	0.007483664507801364	-7.667073076851874E-4
chr1:7726001-7727000	0.004103917160467125	0.012611726777105902
chr1:7737001-7738000	0.008332814871812448	-0.007061875142691582
chr1:7738001-7739000	0.005326217901815639	-0.007568309678899075
chr1:7749001-7750000	-8.818654382522561E-4	0.0027122361703107436
chr1:7750001-7751000	0.0021444688358943833	0.006244596964323674
chr1:7753001-7754000	6.352359092624987E-4	0.004390408042488518
chr1:7754001-7755000	-0.005599270656679648	0.004338391236171149
chr1:7762001-7763000	-0.011969198508952901	0.005912346036377432
chr1:7763001-7764000	-0.002582559689231374	-0.004387788490263561
chr1:7767001-7768000	-0.010138248213867886	0.023587477511530733
chr1:7768001-7769000	-0.008236952645158028	0.007404545888386378
chr1:7769001-7770000	-0.002786473236595384	0.004198267048049448
chr1:7770001-7771000	0.006484444348165636	-0.004654844785417803
chr1:7771001-7772000	0.01823486522536369	0.03337475315779073
chr1:7780001-7781000	-0.0012336986595723144	0.008207528542900286
chr1:7781001-7782000	0.007652399938226056	-0.009140429250036977
chr1:7787001-7788000	-0.006102794945063546	0.004625001025188975
chr1:7795001-7796000	0.004699734620436816	-0.008258480036844824
chr1:7809001-7810000	-0.006831721871651359	0.0018223204387723417
chr1:7810001-7811000	-0.0016083547015008795	-2.0949594167025346E-5
chr1:7811001-7812000	-0.00523990671750643	-0.013307071764079883
chr1:7813001-7814000	-3.394472743873132E-4	-0.005729680835113621
chr1:7814001-7815000	-0.010262222681060413	-0.0036325414572388934
chr1:7816001-7817000	-0.0029248475577764135	-4.0154545720267676E-4
chr1:7817001-7818000	0.004026120758764715	-0.0019738491118345028
chr1:7818001-7819000	-0.0038976000245091167	0.005343112958139995
chr1:7820001-7821000	0.0028901736729329995	-0.004202386167610509
chr1:7821001-7822000	-0.0010825848999907333	-0.008127799906992021
chr1:7824001-7825000	-0.0040656514881387594	0.00678457909098507
chr1:7826001-7827000	-0.0018818997765378573	0.007161186030039932
chr1:7827001-7828000	0.007928134120880679	0.008387445657421248
chr1:7828001-7829000	8.862739637879824E-4	0.001296524537544395
chr1:7831001-7832000	-0.005177169794329929	0.007138554389401375
chr1:7839001-7840000	-0.0052872174426081145	-0.0029521240587705865
chr1:7843001-7844000	-0.006178029267276724	0.0049943419932849415
chr1:7844001-7845000	-0.003335797566644068	2.1153433636674033E-5
chr1:7845001-7846000	-0.0011670567998472135	0.003143273996080786
chr1:7851001-7852000	0.005535897543420429	-0.004368961963392435
chr1:7852001-7853000	-0.007367192742347465	-0.0017715230793642514
chr1:7901001-7902000	-0.002424346722102808	-0.002253356590598615
chr1:7938001-7939000	-0.008184278758979523	-0.008172957999238823
chr1:7940001-7941000	0.0020857693871048555	0.005573138384881547
chr1:7947001-7948000	0.0035869533396626647	4.395208336680238E-5
chr1:7949001-7950000	-0.0013940283695470235	5.078129993860845E-4
chr1:7989001-7990000	0.0057622346958815535	-4.5181713862779607E-4
chr1:8004001-8005000	0.006857378908354737	-0.006198087068943447
chr1:8010001-8011000	0.0039029983677787944	-0.012876705730618773
chr1:8011001-8012000	-0.001715391595960932	0.004459395821289821
chr1:8012001-8013000	-5.630477147278786E-4	0.0010718730345663787
chr1:8013001-8014000	0.0029814930596089237	0.002597060462980124
chr1:8014001-8015000	0.004105175022474047	-0.015287974814453154
chr1:8015001-8016000	9.8147224509696E-4	-0.00875296103489305
chr1:8016001-8017000	1.3041757814376062E-4	0.01051056749965248
chr1:8017001-8018000	-0.009463762842475519	0.012807148528369013
chr1:8018001-8019000	0.003040435345469614	0.006932576953674667
chr1:8019001-8020000	-0.002478368579948328	0.007673799290041924
chr1:8021001-8022000	-0.005688378529530025	0.0032045393692894846
chr1:8022001-8023000	0.00223266647547349	7.747213631900587E-4
chr1:8024001-8025000	-0.0016033034233655936	0.006245707439381212
chr1:8028001-8029000	0.0017266346899455773	-0.004060245748900673
chr1:8047001-8048000	-0.006908767002931113	0.00466002408256091
chr1:9355001-9356000	0.014047176642082562	-0.009824052962053373
chr1:9356001-9357000	0.010189031229976515	-0.010062139492759045
chr1:9358001-9359000	0.012792382407788693	-1.9211425629564867E-4
chr1:9360001-9361000	0.011990856389290871	0.009050313587984575
chr1:9362001-9363000	0.011789717156638404	0.006556052737984731
chr1:9367001-9368000	0.009465473479172913	0.003292885483642665
chr1:9373001-9374000	0.008901322304440207	0.0017627411389965451
chr1:9376001-9377000	0.011286841649829737	0.006999562989921048
chr1:9807001-9808000	0.007846508557308786	-0.008454551989676214
chr1:9822001-9823000	-0.0025404620917131113	0.008453039956157482
chr1:9824001-9825000	0.016491275639321817	0.035965138915987106
chr1:9825001-9826000	0.01407593802766333	-0.002914309954068169
chr1:9826001-9827000	0.003581319440839394	-2.4260718855007458E-4
chr1:9836001-9837000	0.013715538729623136	-0.00537342527867708
chr1:9842001-9843000	0.012222807315778841	-9.418901466472754E-4
chr1:9843001-9844000	0.01479467996495468	0.01302689962704217
chr1:9844001-9845000	0.015708782295063593	0.014871000907765972
chr1:9846001-9847000	0.012578406464622403	0.011941546833232062
chr1:9847001-9848000	0.004645561540213892	0.003268919154029273
chr1:9848001-9849000	0.011438915440245166	-0.001334137056119245
chr1:9849001-9850000	0.011713484497598278	-0.0010001154913422995
chr1:9850001-9851000	0.00909006813809331	0.009754022175314087
chr1:10593001-10594000	-0.0011925500340064447	0.019287647095208773
chr1:10595001-10596000	0.002765556822374707	0.0070098104207398405
chr1:10598001-10599000	0.004324672310628989	0.0022519370233259864
chr1:10599001-10600000	5.373493993371572E-4	0.004034911543320315
chr1:10603001-10604000	-5.055717887045763E-4	-0.0024370401110552875
chr1:10606001-10607000	-8.564006328273569E-4	0.012628673297214526
chr1:11610001-11611000	0.01106312725461093	-0.0061929681436543845
chr1:11611001-11612000	0.00628775618128131	-0.005497310650264864
chr1:11614001-11615000	0.004568414595125805	0.010888364331473522
chr1:11617001-11618000	0.010352639501965128	-8.82968659062795E-4
chr1:11779001-11780000	0.01313350230333864	0.002403521749228619
chr1:11780001-11781000	0.008506671409025649	0.006118258446068489
chr1:11787001-11788000	0.009954690814628096	0.005758451223725211
chr1:11788001-11789000	0.018106600932838893	-0.008761927232904327
chr1:11789001-11790000	0.014691425480159642	0.005670152547718773
chr1:11790001-11791000	0.016606515995327403	-0.004393445410869774
chr1:11791001-11792000	0.013239060643996655	-0.009580331366828876
chr1:11792001-11793000	0.008725296465658392	9.739608549843481E-4
chr1:11803001-11804000	0.016102645970615826	0.00613618698394598
chr1:11805001-11806000	0.01657974232820419	0.021389792035662318
chr1:11824001-11825000	0.007697702159987271	-0.009476571402027971
chr1:11826001-11827000	0.0037211362889914843	0.008099525238550676
chr1:11828001-11829000	0.010085676149849458	-0.008530391375315364
chr1:11832001-11833000	0.005682232390618615	0.0024218547405277136
chr1:11833001-11834000	0.010951120363837007	-0.004768903582270373
chr1:11834001-11835000	0.012065399216546924	-0.010367832140897018
chr1:11836001-11837000	0.014890903479591327	0.0024437858071044644
chr1:11837001-11838000	0.01604077475628429	-0.0012598891149217617
chr1:11838001-11839000	0.011848856330751145	-0.010250601099684016
chr1:11857001-11858000	0.003539837111896447	-0.0011924504562372948
chr1:11858001-11859000	0.014643281777627826	0.0034361296460304817
chr1:11861001-11862000	0.004546416396498962	0.0032373099409406417
chr1:11862001-11863000	0.006855790805947026	-0.0030622322919995294
chr1:11874001-11875000	0.0117292454367109	-0.01095861152287684
chr1:11881001-11882000	0.009712369197921317	0.010918791802403403
chr1:11883001-11884000	0.012834088067394165	0.0034115426267946405
chr1:11887001-11888000	0.016226323528449424	-0.0015379121117149173
chr1:11919001-11920000	0.0059834651413976985	-0.004272450665514983
chr1:11957001-11958000	0.01288515689651712	3.7386461700175623E-4
chr1:11980001-11981000	0.020426301127246353	0.025611891805962936
chr1:11982001-11983000	0.005045426806493775	-1.9100090060575014E-4
chr1:14113001-14114000	0.009584856300787821	0.002536697235884281
chr1:14114001-14115000	0.0060014520016863256	0.0034583238565424903
chr1:14118001-14119000	0.003336888612792518	0.008004847087634853
chr1:14119001-14120000	0.0031534250988488606	-0.002600035021892216
chr1:14121001-14122000	0.0010567665152617697	-0.012695088943879156
chr1:14122001-14123000	-0.0017547266255742745	-0.017818097949535563
chr1:14123001-14124000	0.00221361264010017	-0.009467893032220773
chr1:14124001-14125000	0.005702678119056844	-0.010371094454820066
chr1:14125001-14126000	0.00806949738496368	-0.0024038758520555526
chr1:14140001-14141000	-0.0026060847818583986	0.006778942409210179
chr1:14141001-14142000	2.2279317625584994E-4	0.006122999897793104
chr1:14142001-14143000	0.0051316866135709075	0.006206173142083062
chr1:14150001-14151000	-0.004701381009930396	0.004470418351036286
chr1:14151001-14152000	-0.003209474242467992	0.00572755220084069
chr1:14169001-14170000	0.009297857998623649	-0.007787235128374694
chr1:14173001-14174000	0.002949758585928243	0.004174774690683846
chr1:14179001-14180000	4.6145321152940257E-4	0.006274928966185997
chr1:14180001-14181000	0.0022066564651389794	-7.046487806408034E-5
chr1:14182001-14183000	-0.0014570804161638119	-0.002661937470335111
chr1:14184001-14185000	0.005024647554625979	-0.0012200780049755062
chr1:14185001-14186000	0.0050401960074790775	0.005548359643875745
chr1:14186001-14187000	0.0012940152069316885	-0.0024163551029495445
chr1:14187001-14188000	-0.0030425906682158984	-0.003857155492083323
chr1:14189001-14190000	0.003390654305951167	9.195367394708858E-4
chr1:14190001-14191000	0.0014503958621123031	-0.002524650741593061
chr1:14191001-14192000	9.587561140987483E-4	-0.007863262463719989
chr1:14192001-14193000	2.1960940093416207E-4	-0.006046941416027015
chr1:14194001-14195000	0.005023720238855299	0.0035641058027588127
chr1:14195001-14196000	-0.007369741626297029	0.014137949105014917
chr1:14196001-14197000	0.0033607868988350074	-0.011839592540322224
chr1:14199001-14200000	0.005454794849155746	0.0025279331098891755
chr1:14200001-14201000	-0.008777008246616229	0.0034215204039092294
chr1:14203001-14204000	0.0016351402915629914	-0.012635237975237105
chr1:14204001-14205000	-0.007589187238450971	0.002052775771340826
chr1:14208001-14209000	-0.0020991160468107977	-0.0038758706592555564
chr1:14209001-14210000	-0.0016916507215837516	-0.008525417996335804
chr1:14212001-14213000	-0.004641092780259008	0.011984212002058082
chr1:14213001-14214000	7.15016758009259E-4	-0.0058800347596862125
chr1:14220001-14221000	0.0019626614101953895	-0.00526932487567208
chr1:14231001-14232000	0.0018728700532603458	-0.0032724387357729494
chr1:14232001-14233000	-0.002874509775964949	-0.003254565890158343
chr1:14238001-14239000	0.004300655553356581	-0.005500972037805703
chr1:14240001-14241000	0.008452825063560385	-0.005913975336468319
chr1:14242001-14243000	-0.0016181448794832848	0.0015859453995511565
chr1:14243001-14244000	0.0019322096516658208	-0.0019655869463178653
chr1:14248001-14249000	0.0032736322442219992	-5.746511444365908E-4
chr1:14252001-14253000	0.0010483471465864557	4.8559135581929716E-4
chr1:14253001-14254000	-0.0043507676942082215	0.006256612940140746
chr1:14256001-14257000	0.0025529429771392214	0.0025591689657944957
chr1:14259001-14260000	0.008607904651904853	-0.0012604985265469314
chr1:14273001-14274000	-0.009943440968816816	-0.004128930588554084
chr1:14274001-14275000	0.002876865184189198	-0.009525976985900752
chr1:14279001-14280000	8.430722102037689E-4	0.004217654043903432
chr1:14281001-14282000	0.002567565787166021	0.0023126459580579627
chr1:14283001-14284000	0.0016544153257704846	0.012319335724854167
chr1:14284001-14285000	0.001958485443432119	0.0033524692487333276
chr1:14301001-14302000	0.0061029110278998456	-0.005765775929153168
chr1:14302001-14303000	4.028970835185436E-4	-0.010864294777776751
chr1:14304001-14305000	-7.713852625804309E-4	-0.011356818854952225
chr1:14305001-14306000	-0.0016197509634081635	0.004862912356472286
chr1:14306001-14307000	0.005178887753367894	0.0031121377520629827
chr1:14307001-14308000	0.008496304341709249	-0.006502400799006306
chr1:14308001-14309000	-9.304146901542396E-6	-0.00359631435441673
chr1:14311001-14312000	0.0034354733219762058	0.0013973840231426868
chr1:14312001-14313000	-0.008187251665695054	-7.165710539022318E-4
chr1:14313001-14314000	-0.003302892903356571	0.001539631542995207
chr1:14314001-14315000	-0.003842429495874576	-0.002414327923597457
chr1:14316001-14317000	-0.011985968083973468	-0.003783605083314526
chr1:14320001-14321000	-0.01480106048524576	0.0063529533944394955
chr1:14321001-14322000	-0.004706518068859314	0.01180673629559693
chr1:14324001-14325000	0.00481704816222197	-7.078996119436452E-4
chr1:14325001-14326000	-0.0020937101035528247	0.0051174030239314406
chr1:14326001-14327000	0.004973588983382041	-0.006378333619849136
chr1:14327001-14328000	-0.0038282528949239534	-3.7166476606836576E-4
chr1:14329001-14330000	0.00107176368240456	-0.017114924977759814
chr1:14330001-14331000	0.003054460954502274	0.004008876060639583
chr1:14331001-14332000	-0.005617788395194755	0.009796051324936578
chr1:14339001-14340000	-8.313110510937845E-4	0.00979816748105935
chr1:14346001-14347000	0.0019829703063506607	-0.011618205720779972
chr1:14421001-14422000	5.485136322524832E-4	0.005630384875142111
chr1:14422001-14423000	5.006405089626223E-5	-0.003583686680673873
chr1:14423001-14424000	-3.4924173985914403E-4	-0.0047426103847254195
chr1:14424001-14425000	0.0024578919546435663	-0.008562648447585967
chr1:14425001-14426000	0.004280762992194552	-0.0057290551338009775
chr1:14429001-14430000	-6.99832505192079E-4	-0.002886491365506974
chr1:14430001-14431000	0.0023481259127737836	0.0027796435293465007
chr1:14434001-14435000	0.008387221465437179	-0.0016252429074991332
chr1:14437001-14438000	0.006019901490011102	0.0014835950323968602
chr1:14439001-14440000	0.007309632959177682	-0.008169260036358523
chr1:14440001-14441000	0.0048846659595985715	-0.009469568290652021
chr1:14441001-14442000	-0.0011892838826430732	0.011252715605143519
chr1:14442001-14443000	0.0026450318100155247	5.439332361110242E-4
chr1:14443001-14444000	0.0018461095178702372	0.0019873755212884404
chr1:14448001-14449000	0.008218052272505811	-0.012125403336823423
chr1:14449001-14450000	0.002610433125510811	-0.012231505882932488
chr1:14459001-14460000	0.0054302066620723404	0.0071999187779886765
chr1:14460001-14461000	0.004513603299920098	-1.2875021928587652E-4
chr1:14467001-14468000	-0.012040749093295578	-0.005407867307005292
chr1:14468001-14469000	0.005826862618506019	0.002535968924868477
chr1:14469001-14470000	-6.77536031853577E-4	2.2287410817640557E-4
chr1:14470001-14471000	0.002665949427663562	-0.005553009383968046
chr1:14471001-14472000	-1.674512548142902E-4	-0.011198593188233656
chr1:14475001-14476000	-0.0010851713829566926	-0.0027295263362626396
chr1:14479001-14480000	0.006194758253691613	-0.0062841353493221005
chr1:14480001-14481000	-0.004494786405895416	0.004613207160158324
chr1:14481001-14482000	-0.0025868234286012745	0.0016165955693249392
chr1:14482001-14483000	0.0035983848623144235	-0.003471996538297125
chr1:14487001-14488000	0.002691758077400633	2.639816364617901E-4
chr1:14488001-14489000	0.001682333245422712	-0.005752424432486373
chr1:14494001-14495000	0.0038122865454711637	0.007208469442213629
chr1:14495001-14496000	-0.003582354132900562	-2.956770903675245E-4
chr1:14496001-14497000	-0.003954755815957705	0.0023241731513082443
chr1:14497001-14498000	-0.009785019448774432	8.047327910205117E-4
chr1:14499001-14500000	0.005970572351958195	-0.008080695243273456
chr1:14500001-14501000	-0.010938726097094538	-0.009039424943954757
chr1:14502001-14503000	-0.0010503933634189685	0.005305499790486612
chr1:14504001-14505000	0.0033685948523879523	-0.0011317464547800362
chr1:14508001-14509000	0.0024218705533680784	0.0035781965324581328
chr1:14509001-14510000	0.006260869943661606	-0.011612600972633327
chr1:14511001-14512000	-0.002109831526704968	0.007631986931290927
chr1:14512001-14513000	0.0034116278177567174	-0.002115510530522596
chr1:14513001-14514000	-0.003152187687860834	0.005459463427248541
chr1:14515001-14516000	0.005132141504895927	-0.0030043061454714877
chr1:14519001-14520000	0.0017045406284066842	0.0011195269936323878
chr1:14520001-14521000	0.00920717520837647	-0.003046125301280931
chr1:14521001-14522000	0.005245161108006749	0.011973175499909196
chr1:14522001-14523000	0.006299385721944611	0.003678556368903903
chr1:14526001-14527000	0.005585922857708274	-0.0031637155066314127
chr1:14537001-14538000	0.0036956984816599826	-0.004613140474989874
chr1:14538001-14539000	0.002525200855753331	-0.007354412125207433
chr1:14540001-14541000	0.0010542102526596218	0.003691267057448994
chr1:14541001-14542000	8.426077534852852E-4	-0.0023493340388072415
chr1:14543001-14544000	0.00602616813696304	-0.004690803361573639
chr1:14545001-14546000	0.0011141922299043557	-0.0027937797995549857
chr1:14549001-14550000	-0.0012354398293788172	0.01811446475955032
chr1:14550001-14551000	0.002570503952076711	0.010121750675505836
chr1:14551001-14552000	0.0018501525549685731	0.01066456816254673
chr1:14552001-14553000	0.0031221076587776096	-0.0013692519630454348
chr1:14554001-14555000	0.004304311619027836	-0.012740715558233076
chr1:14555001-14556000	0.0025170636319941557	0.003064253171656241
chr1:14558001-14559000	0.002222931514688998	0.0024782154016925397
chr1:14559001-14560000	0.0028958688268714908	-0.007635300347058971
chr1:14562001-14563000	0.0017536061904470344	0.006466210024750832
